/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_107.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_107.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_107.jpg, 0, 0, 0, 10.60721
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_208.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_208.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_208.jpg, 0, 0, 0, 10.50075
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_312.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_312.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_312.jpg, 0, 0, 0, 10.39535
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_419.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_419.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_419.jpg, 0, 0, 0, 10.27027
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_519.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_519.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_519.jpg, 0, 0, 0, 10.1671
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_622.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_622.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_622.jpg, 0, 0, 0, 10.06496
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_722.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_722.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_722.jpg, 0, 0, 0, 9.963939
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_823.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_823.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_823.jpg, 0, 0, 0, 9.863931
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_50_924.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_50_924.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_50_924.jpg, 0, 0.2906492, 0, 9.954036
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_027.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_027.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_027.jpg, 0, 0.5990882, 0, 10.41081
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_127.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_127.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_127.jpg, 0, 0.9011493, 0, 11.21986
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_230.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_230.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_230.jpg, 0, 1, 0, 12.28905
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_335.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_335.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_335.jpg, 0, 1, 0, 13.19261
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_436.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_436.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_436.jpg, 0, 1, 0, 14.52876
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_539.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_539.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_539.jpg, 0, 1, 0, 15.83674
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_639.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_639.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_639.jpg, 0, 1, 0, 16.66095
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_743.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_743.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_743.jpg, 0, 1, 0, 17.91584
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_847.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_847.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_847.jpg, -0.0778048, 1, 0, 18.77451
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_51_952.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_51_952.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_51_952.jpg, -0.1639137, 1, 0, 19.8961
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_056.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_056.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_056.jpg, 0, 1, 0, 21.08417
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_160.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_160.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_160.jpg, 0, 1, 0, 22.02042
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_263.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_263.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_263.jpg, 0, 1, 0, 23.03953
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_364.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_364.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_364.jpg, 0, 1, 0, 24.00398
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_468.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_468.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_468.jpg, 0, 1, 0, 24.9741
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_571.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_571.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_571.jpg, 0, 1, 0, 25.93073
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_673.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_673.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_673.jpg, 0, 1, 0, 26.87818
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_774.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_774.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_774.jpg, 0, 1, 0, 27.81615
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_875.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_875.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_875.jpg, 0, 1, 0, 28.7447
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_52_981.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_52_981.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_52_981.jpg, 0, 1, 0, 29.8466
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_085.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_085.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_085.jpg, 0, 1, 0, 30.19053
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_189.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_189.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_189.jpg, -0.2296168, 1, 0, 30.17618
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_292.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_292.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_292.jpg, -0.08152199, 1, 0, 30.19086
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_396.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_396.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_396.jpg, 0, 1, 0, 30.19
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_497.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_497.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_497.jpg, 0, 1, 0, 30.19006
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_601.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_601.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_601.jpg, 0, 1, 0, 30.19029
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_704.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_704.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_704.jpg, 0, 1, 0, 30.1905
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_805.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_805.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_805.jpg, 0, 1, 0, 30.19032
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_53_908.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_53_908.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_53_908.jpg, -0.284871, 1, 0, 30.1701
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_009.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_009.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_009.jpg, -0.1693232, 1, 0, 30.19027
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_114.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_114.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_114.jpg, 0, 1, 0, 30.18925
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_218.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_218.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_218.jpg, 0, 1, 0, 30.1902
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_321.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_321.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_321.jpg, 0, 1, 0, 30.19029
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_422.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_422.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_422.jpg, 0, 1, 0, 30.19031
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_525.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_525.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_525.jpg, 0, 1, 0, 30.19031
/Users/vlad/Self Driving Cars Udemy/Data/IMG/center_2024_10_23_16_45_54_626.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/left_2024_10_23_16_45_54_626.jpg, /Users/vlad/Self Driving Cars Udemy/Data/IMG/right_2024_10_23_16_45_54_626.jpg, 0, 1, 0, 30.19032
